id,text,clean_text,eng
b'gAAAAABkk1GW06ZfpIIuNJBbbOOv6elnewbBdUdmdMkDHEC3YbsNyAhYv9yXqJortZx_dcDkt0UGFrPlwJQFGGwZ0NTPROYwIHfRr1kBH3UVCLe2R791c1A=',"🔴 La enigmática vida de Thomas Wadhouse, el hombre con la nariz más larga de la historia https://t.co/OfKeM0xt7j",la enigmática vida de thomas wadhouse el hombre con la nariz más larga de la historia,the enigmatic life of thomas wadhouse the man with the longest nose ever
b'gAAAAABkk1GWHJiHxOC-sEO6KC_Oo-9mRVQ2QfBwdbpw1cOdBopKbw-S9hYotRtYkXTWbl0JdzMI-WU6Cn0k8MmcRVA1gk-6xiagsxJKeVODcKwBpj5_d44=',@bicivilizados @BonuzOk Si hubiera más frecuencias de subte y extendieran las líneas e hicieran más estaciones seguramente habría automovilistas prefiriendo el subte pero hoy en día es muy incómodo viajar en subte en horas pico especialmente,si hubiera más frecuencias de subte y extendieran las líneas e hicieran más estaciones seguramente habría automovilistas prefiriendo el subte pero hoy en día es muy incómodo viajar en subte en horas pico especialmente,If there were more subway frequencies and extended the lines and made more stations there would surely be motorists preferring the subway but nowadays it is very uncomfortable to travel in subway in peak hours especially
b'gAAAAABkk1GW3jNRp950lBONG4qX7z0MSdMBFsMthB3sRe46hRD1H2IuxqgOk7ZvQqCHGNtQsQyqIY0Dacxi2qZHWtd8zptn8FNrtBepZIGhcDjov9uzOXM=',🎯 ¿Son las personas zurdas más inteligentes? https://t.co/gMJtFLjjkv,¿son las personas zurdas más inteligentes,Are the smartest left-handed people?
b'gAAAAABkk1GWxyIHkXLiAAf6eUlg-4ivDDHMl9r9mKpQB1yqN-kvfUfRIcyNoRdM9r5gmDm8O3Bext74z5H9tBsKJluu9KRop-fpZn3ThfKM3JdD8LYOIqA=',☑️ ¿Cuánto tiempo libre necesitas para alcanzar la felicidad? https://t.co/e8QACeuKjE,¿cuánto tiempo libre necesitas para alcanzar la felicidad,How much free time do you need to achieve happiness
b'gAAAAABkk1GWq0dUUYk1kN5m18seQEkzDoSOR1lNljASllE42GPkJn-cetjCgJYa31KpAtHxMltGSr7xArpfiYwkNrSVZbny7-D00jr1PaSddkXu1Ts7YOU=',⏱️ Cinco aspectos curiosos de la cultura laboral japonesa https://t.co/TXe76AAWC0,⏱ cinco aspectos curiosos de la cultura laboral japonesa,five curious aspects of Japanese work culture
b'gAAAAABkk1GWRZ9KEd6AO_7cRPwklhG6yMxZi-eOPeP4ggPc990iYPL2V3hsqCFSMwHLYRUn_qL9zzrCVCeFMDxEcmgiPDW9o_ZnwbvR8gqxPTp928hgyx0=',cuanto mas tiempo me paso en compañía de gente mas me doy cuenta de lo que necesito estar solo,cuanto mas tiempo me paso en compañía de gente mas me doy cuenta de lo que necesito estar solo,"The longer I spend in the company of people, the more I realize what I need to be alone."
b'gAAAAABkk1GWy7tHVKwHg0WfkbWjMThz106CmqOdjZ0SN1oUDOzpEV_JJIG8BMQ-c1KcGNz3besHILfI8PNYK_pt333H-1h4nGgQ_nnDgwM4H-QkEbS-AIk=',"@a_marquino @rafagarces Si aceptáis sugerencias, yo cambié a vertical el portátil y tenía la misma movida con la cam. Mi solución ha sido utilizar el móvil como webcam para las reuniones utilizando NDI que es inalámbrico y funciona genial, no como la nueva feature de MacOS que solo funciona con iOS.",si aceptáis sugerencias yo cambié a vertical el portátil y tenía la misma movida con la cam mi solución ha sido utilizar el móvil como webcam para las reuniones utilizando ndi que es inalámbrico y funciona genial no como la nueva feature de macos que solo funciona con ios,If you accept suggestions I changed the laptop to vertical and had the same move with the cam my solution has been to use the mobile as a webcam for meetings using ndi that is wireless and works great not like the new macos feature that only works with ios
b'gAAAAABkk1GWgSYebAUWVNUaaMWK2m0ZVAHoaoycQgpkwr7YdSrIJJTdeBdtFn4Xr-v8wz-QxPzRCBjqXv4LZx4wGVt0B_WErrInnDf_r8-Sqf6YuKTt_2w=',"@_a_mags Harry estaba bien calladito al principio, bien sabía lo que venía. 😁",harry estaba bien calladito al principio bien sabía lo que venía,Harry was very quiet at first. He knew what was coming.
b'gAAAAABkk1GWHVpYq5AKNYtNaRtQUVIrOO3IknW5XFHsy0Ga4DjhkUWlfMrU9MZcstUfOqCBRe8IKdoxvH7C3cb3RKhKuv0gKv6nzrO8EdOSDDBhU7z0Jm4=',"@fortalezamh @DianaLuzVa @JuanZepeda_ Es que neta la gente es bien pinche miserable, no se como esta cuenta se dice ser ""fortaleza"", argumentando y burlándose que ""pobre no puede sobrevivir con 15k"", que agradezca que le dan. Cuando el señor gana más de 100k, jamás piensan que el menos tiene el DERECHO a vivir una",es que neta la gente es bien pinche miserable no se como esta cuenta se dice ser fortaleza argumentando y burlándose que pobre no puede sobrevivir con k que agradezca que le dan cuando el señor gana más de k jamás piensan que el menos tiene el derecho a vivir una,is that net people are well miserable prick I don't know how this account is said to be fortitude arguing and mocking that poor can't survive with k that I thank you give him when the lord earns more than k they never think that the least has the right to live a
b'gAAAAABkk1GW1yUa6-raMjmeM1a1jQFUsxCrgtVGBTu2UN5QpQKx9CvDnptiqSq8lct9khOxsth_weClB1wRR9KPhjtFyhNM5-S3TcVfEHjaL_Lv8zeIhi8=',"🐦 La historia del papa Negro, el hombre que fundó la Iglesia de Satán https://t.co/KICZfbeq7l",la historia del papa negro el hombre que fundó la iglesia de satán,the story of the black pope the man who founded the church of satan
b'gAAAAABkk1GWNU7s4Ux97E9zZvgORu7ARhKSs2_8b8ZB5huneunlspiizxw5W92LW1LXdVhxVUZEv_ACDmUquTHyr8FnO1VIwW4qGKkCx593P-a96qQDxLI=',"🌐 Antoni Gaudí, el excéntrico arquitecto que impulsó a España a la era modernista https://t.co/mVxJNac4uI",antoni gaudí el excéntrico arquitecto que impulsó a españa a la era modernista,antoni gaudí the eccentric architect who drove Spain to the modernist era
b'gAAAAABkk1GWmgYbdJMk2As1BEf5Mk10DFhuIdPeqtwJKwI6YSq9-LvP5XhTf4GzkcjpeorYXgkfMyNVTsbXRavw6NOtBWLbHuYVE4Me8oBViP7Lm1CIcnA=',🪁 ¿Cuáles son los mejores alimentos para acabar con el acné? https://t.co/K0O3RT49lR,¿cuáles son los mejores alimentos para acabar con el acné,what are the best foods to end acne
b'gAAAAABkk1GW2LuOse1tXZAh-Sxv5HR4mhrMUvogzbqbblrSUDZ7RC-WxANWfwL-YV9unXXYL9iq0Be4hbOOhK8-iRTfMzgF9T1PyU3_cn8LLhAnYi3SQP0=',"""Es que es festivo y no recogemos a #perrosabandonados"". \n- Juanma "" ¿Dónde voy?""\nEn Zooasis hay varios perretes para adoptar y apadrinar.\nÉl rescató a Tronka y sus hermanas. Buena gente en #ALBACETE. \n#ADOPCIONRESPONSABLE\n#perrosadopcion\n https://t.co/vV3dmcg7Gu",es que es festivo y no recogemos a perrosabandonados juanma ¿dónde voyen zooasis hay varios perretes para adoptar y apadrinarél rescató a tronka y sus hermanas buena gente en albacete adopcionresponsableperrosadopcion,is that it is festive and we do not pick up dogsabandonados juanma where I go in zooasis there are several dogs to adopt and sponsor him rescued trorka and his sisters good people in adopted albacete responsibleperrosadopcion
b'gAAAAABkk1GWWQBBNQ43gBl7onuUhKemFOHJsERQVLI8MHEkdPW2y-WJzEUHMFPwenEKc1ndSDSAjzDbJYWFqZtz1aM-D-KY9g5_w08veWDsjLyKk6Eg4PE=',@BlasterAlex En la carrera alcanza a Vinicius y lo fastidia y evita el gol.,en la carrera alcanza a vinicius y lo fastidia y evita el gol,In the race it reaches Vinicius and screws him and avoids the goal
b'gAAAAABkk1GWjCzlCBDRx_hBAjFrE2AyN4UCOMvXXcOzUOxyt0NatSVZhazQuoSjuopCgKZs2hUIvF9ZbTHNTShmaK6G08jFZeqXwq7OR3unmyvv9FBa_9Q=',@LEBT33 @ForeverBara2 ¡Muchas grácias por rescatarlo! :),¡muchas grácias por rescatarlo,Many graces for rescuing him!
b'gAAAAABkk1GWCipafDMmgOB5CMcRjcjZXEcXKVilkKiz7xaPzR_vtL_nkt_Mfr08RdHgMhoYpvoN2lPmOwSQLs7pcLIiQC8cyaweHFmm-EhW19eld4dVugc=',"#Nombramientos | La agencia creativa CHINA (parte de @LlorenteyCuenca) ha fichado como directora de cuentas a @natalia_carrero, con diez años de experiencia trabajando tanto en proyectos nacionales como internacionales\nhttps://t.co/8uI1IDSuQf",nombramientos la agencia creativa china parte de ha fichado como directora de cuentas a con diez años de experiencia trabajando tanto en proyectos nacionales como internacionales,the Chinese creative agency part of has signed as director of accounts to ten years of experience working on both national and international projects
b'gAAAAABkk1GWm6AwkYuQzbuQPk2nBblY3MyO99emDbMF2VvvHS1Y6tzA2o2A5-p8cXfkZ4uEXE_W9VDEjhcqez2BqiMG1Jjzjlbh8IVRxHUlZScT02aoiJA=',💥 Los científicos no descartan que tengamos que alimentarnos con leche de cucaracha. Esperemos que estén bromeando https://t.co/sZrSo7zg6I,los científicos no descartan que tengamos que alimentarnos con leche de cucaracha esperemos que estén bromeando,Scientists don't rule out that we have to feed on cockroach milk. Let's hope they're joking.
b'gAAAAABkk1GWbrBSTqKCxHVwIhXe6mpanKEpcqVW6Oompx3IdM6MhAOPd8sIDZ1NNM_belCJ-VUzm9YhST6vU3sSD7THPv5unRU0mqrrSq9_blp6MWX3vf4=',📳 El hombre con el mayor ataque de hipo de la historia https://t.co/kWRkDol2Ta,el hombre con el mayor ataque de hipo de la historia,the man with the biggest hiccups attack in history
b'gAAAAABkk1GWWk1uy3e1SYfBAYDFZlFgcxMZJs60sVqiIy9uv-QRaI_AwKdNq-cYxybucRkuUso-fcXRyPzhlcAv4vsmcAUMPj3Vfl565CFpLwiTorPu8pc=',🚧 ¿Por qué la Casa Blanca… es blanca? https://t.co/Ewd2WzqlDd,¿por qué la casa blanca… es blanca,Why the white house... is white
b'gAAAAABkk1GWjcFgAS4jNfKTyMFXBkhQRkAAJXC5CDYkbX-GJrmZgO4_RcIX3nRXEduSNtyJTw1pLSfXCjQPvC13B6Od7rhSjgs1riX1RDBBSpZ8ejOtx5A=',🧭 PROYECTOS | Planean desarrollar supercomputadoras alimentadas por células cerebrales humanas https://t.co/G8YxsSln6b,proyectos planean desarrollar supercomputadoras alimentadas por células cerebrales humanas,projects plan to develop supercomputers powered by human brain cells
b'gAAAAABkk1GWpjW9irc7iA90kcA0kT-2t3Cbg7QjikecQjzKhpVgTTeYrPfPj-fPfict3MQPx0deu47aAbHcoKq23Mo41Z_d8v7J-fKbaUsMHy7g-wDHI10=',"@bauersaavedra Hola, Jorge. Lo sentimos, estamos a la espera de su aprobación; lamentablemente no tenemos fecha de cuándo estará disponible. Saludos.",hola jorge lo sentimos estamos a la espera de su aprobación lamentablemente no tenemos fecha de cuándo estará disponible saludos,hello jorge sorry we are waiting for your approval unfortunately we have no date when will be available greetings
b'gAAAAABkk1GW4oNXTqoU7YqWH_ezAOY0K3AOW0FbYBax40Hv6vFI61UViyISlc1FUaqf7HBRDGBEyy2dH_7jDpniBdoNve2p2V5iIXTnarRVh4vOx-fMR_8=',🪁 ¿Qué deberías hacer para reducir tu huella de carbono? https://t.co/5RyZ5MkcVn,¿qué deberías hacer para reducir tu huella de carbono,What should you do to reduce your carbon footprint?
b'gAAAAABkk1GWr-Y_YklRX4DQeoHYfNJ193i2Fi149r_tz7_jkwWdsqZJan98bA2ccDtlIgCd1V5UCbk3MdPt2pyKbVRcgcXryzhpqI6RcrCf-ALy_6ksGx4=',@jeslopcru @jcesarperez Acuérdate del netquitte francés....,acuérdate del netquitte francés,Remember the French netquite
b'gAAAAABkk1GWOvCqIZQ50Jdu5cued5RKymN7s4HRveaCIW9DezjnjAuk8A8gYhj6Eu29TAuAuyUxVwDcGSWI7rirCtgkgYWH88u01UIGA4jw44xdkceCH1g=',@Takumi_Eol Lo que viene siendo un gimnnasia y magnesia 🤷🏻‍♀️,lo que viene siendo un gimnnasia y magnesia,What's become a gymnastics and magnesia
b'gAAAAABkk1GWcLU8KV3Oxf8uhejbIt1DD8emo0Vbxaih5MjdmWrJru-Dn7jzv5CYv3V9NODt7IRWN2fTGC1Q80Srn0sFTLucNMA8gp8N2JZESi2ANWU1cHY=',@veganibalecter O que sales por la noche a dar una vuelta con una cogorza del 9 y medio…,o que sales por la noche a dar una vuelta con una cogorza del y medio…,Or that you go out at night for a walk with one and a half cogorza...
b'gAAAAABkk1GWalWyJTJknD5kZrB2CKNQRRkYLHc_OJ8-HBRpmLr2cmxIvOEdblyrGqNp65gXzNjQCyLoYK1_sPMTqmiShO9PYU2tb9WjQlFIcAKvJoPXWcU=',Hay personas que no   entienden según que terminología o conceptos y comprometido con la   #EducaciónFinanciera publiqué un artículo en nuestro apartado de formación   donde se explica  https://t.co/lBLprMFc2r,hay personas que no entienden según que terminología o conceptos y comprometido con la educaciónfinanciera publiqué un artículo en nuestro apartado de formación donde se explica,There are people who do not understand according to which terminology or concepts and committed to financial education I published an article in our training section where it explains
b'gAAAAABkk1GWkvcQpW8lCgX1nPIrsr7YVhgOhQkGsgHXNj_hNsL91DMzT29wjZFZDeozyyduLr1UnnM0UwIR8jOwdwzng-SSasJl2rgP4IqhGFF8xJVZMMw=',"@YuriiKazakov @Ramon_Live_22 @03690jul Eso es liarla más? Querer fugarse porque lo quieran meter en la cárcel por escribir lo que le venga en gana en RRSS? Y por eso es un ""terrorista de la información""? Sinceramente, no lo digo por ti (si no has dado repercusión al tweet original, sino por quiénes sí)",eso es liarla más querer fugarse porque lo quieran meter en la cárcel por escribir lo que le venga en gana en rrss y por eso es un terrorista de la información sinceramente no lo digo por ti si no has dado repercusión al tweet original sino por quiénes sí,That's making her want to escape because they want to put him in jail for writing what he wants in rrss and that's why he's a terrorist of information honestly not for you if you haven't given repercussion to the original tweet but for whom.
b'gAAAAABkk1GWnscX0UNcpHCNdzdk5A9p9AZ9lVopKft1uuGYOpfFzl5ihy9-KjtiwSPdokv52VeFWxph2KV7Cd-HgGsPdWyRv-GgpM4Xbqp-a26N8DannrM=',El país es inviable por estos llorones. https://t.co/ke0Arqq7qK,el país es inviable por estos llorones,The country is unfeasible by these whining
b'gAAAAABkk1GWi396dZ5_X8fLmYwUxDhj3yIvhwgvgd90fyM37r4kmkFjr_qr0873cxW063frgTtDPS9MSGzY72PBOLWbzrbDZOJY5tGXmuXb3Qei7gKSWgo=',@JuanmiGG_News La mentira y el trinke en el adn,la mentira y el trinke en el adn,the lie and the trinke in the adn
b'gAAAAABkk1GWJh3ZzpUflubffcKYz7YX3YTKDyWExwkaecjH2L6-jec3x7_ZTvR5TDAVwU73eteoRbLtOtiwdFmVDxVVYqbGsVWjefhHDxkZGqJJp1tITaU=',El cambio climático ya adelanta el balconing a marzo y el discursito de los madrileños y la evau a abril https://t.co/ZozPZgRLw2,el cambio climático ya adelanta el balconing a marzo y el discursito de los madrileños y la evau a abril,the climate change already advances the balconing to March and the discourse of the people of Madrid and the evau to April
b'gAAAAABkk1GWD1S1QFW2cW7lzqXXAF1j9p9JLcqUL8-shD6ih9PBDwdd-DzmQliMzVTs1ybMIFbKCbI9YMEmuzTtmVtuisPstWIkMJmvAaj3bkUQ1vR9OEM=',"Sacarme el muerto y ahí muere me las arreglo después como pueda o no hacer ni madres y esperar el momento, que según es pronto si no hago algo a que me petatee. La neta no me da miedo morirme, lo que me da miedo es dejar a mi hija, es mi única apuración 😪\nY aclaro que he",sacarme el muerto y ahí muere me las arreglo después como pueda o no hacer ni madres y esperar el momento que según es pronto si no hago algo a que me petatee la neta no me da miedo morirme lo que me da miedo es dejar a mi hija es mi única apuración y aclaro que he,"If I don't do something, I'm not afraid to die. What I'm afraid of is leaving my daughter is my only rush."
b'gAAAAABkk1GW3RtJEO-Z2JXkyHJVg3qkM1ebTCpDqbuM4ry1qvcVrEAGzAYeh_uKQMwxkzuvAia2Q7-dy0TgsSEa42G__P_0tpUGW4FyvmNnrO3gPsE8YRA=',@bau_hauss ¡Gracias ✨!,¡gracias,Thank you.
b'gAAAAABkk1GWMDeFZJAETt3Su2Y40_Aa0ifCerM5Aik8ip8DhflT0-Kb_8bHmElTBaa-Kcnm46C0oNX3029whVevizKNj4j3rOp6Id9RVLOOJueuLdhT2VQ=',@RMHomelander @elchiringuitotv @vinijr @GUTY14HAZ Tranqui que ya mismo Argentina devuelve la copa porque no te gustó como la ganaron. Perdónanos,tranqui que ya mismo argentina devuelve la copa porque no te gustó como la ganaron perdónanos,calm down that now Argentina returns the cup because you didn't like how they won it forgive us
b'gAAAAABkk1GWiA-bPlTKlyAkMnO-H4eoUJ_9aWmU2J5K3lI6IlWkMzYgiwP6SjErN1zZSVOqbZtn13722FoF1omFk3H6EUktylbQWywZLYXFBvFhWPGRzGk=',🚧 ¿Para qué sirve el apéndice? https://t.co/FsGQZsILLa,¿para qué sirve el apéndice,What is the appendix for?
b'gAAAAABkk1GW_xZWIarlPeIN9fcmvVp-05MA29Ai3dmQzint0Xkugequh73uP9nvSnqGow3G1apkJPnJv0nXXVHcIhZ1MayB9YKur8w3bVGhbOiq6N7GEV4=',💡 Las razones por las que respiramos tan fuerte cuando dormimos https://t.co/pxq6wXI1ET,las razones por las que respiramos tan fuerte cuando dormimos,the reasons why we breathe so hard when we sleep
b'gAAAAABkk1GW2K_HBy-ptdCkwRA226Xmzk9sPRFY9VuKcOKWlfUX1KIo7ed6v6byqESl6aeoXyYPjhotMfTcpaQ9cjv7-Sw8nxN_RguMNhKK-cHWLoGOccY=',Entre otras festividades que hay. Aquí siempre hay excusa pa la fiesta JAJAJA,entre otras festividades que hay aquí siempre hay excusa pa la fiesta jajaja,among other festivities that are here there is always excuse for the party hahaha
b'gAAAAABkk1GWv43kCjB-CvSxppEf1bIoZVWlmbY8Iaeo6WnAzM1DJQpiQVV4k9IcE1E5u2cAN1ThKv7Jvn-wifkYzNVh2_1zbwObHSqE1uDUsB9c9iVSGbo=',▶️ Cómo un selfi podría indicarte si tienes problemas cardíacos https://t.co/tKpb7IM9Za,cómo un selfi podría indicarte si tienes problemas cardíacos,how a selfi might tell you if you have heart problems
b'gAAAAABkk1GWh1wh5iGWzhnC-F-ncEs2U-_uSyC1FdzdpWF_EFw3yNuAvWE7xUGnsG6rHJow5vUS8bSHvwrGa3nEWz4IUZHWNAYPzOxbYZuSxX7kcm2Hkg0=',🔥 ¿A los animales también les da risa? https://t.co/L48o7JftqF,¿a los animales también les da risa,Is animals laughing too?
b'gAAAAABkk1GWVkxpU1CWYdNnNYoGE3okyPs0B1sO5P0RL3AUyJmKQoiW_didSV2ZbR5SwEC8wDGl1GzEihioF_-UiiATV39JI_XJVmPgZWCz4ggrQSrWMaI=',"➡️ Los humanos serán inmortales en 7 años, dice futurista https://t.co/RxrYiwue3g",los humanos serán inmortales en años dice futurista,Humans will be immortal in years says futuristic
b'gAAAAABkk1GWH3olktJ8Lox897kyidE9aeZDDES35a2D8MVw5saTG9xSfTrTOzMdtNGDuec64x4uJR8dNsRf-uSNHqYXJTB4C1wBPjKhhLUgbPj7TYriNb8=',@MorenoG_Agustin Eres un crack. Gracias por todo.,eres un crack gracias por todo,You're a crack. Thanks for everything.
b'gAAAAABkk1GWpLhJqAcA4ldVzs3XUKLoYK9mLxO_uh_PpBxOxu6tP3I4Almdr78B1didUKLsoiYPLOA3DsGQjrQJNNbZGTgBDJ2Z0hwvMSblgN2TyfIBWQI=',ME HABÍA DADO FALLO AHORA SI https://t.co/zqUZUcHn8B,me había dado fallo ahora si,I had failed now if
b'gAAAAABkk1GWXljop-ccVeSjtLWUWMLmR34zVEpun4nwO46zGidxdHUe106AzkVLVw7bLu2tQukkLFAWSJgFsX2ObIJmAu_Mw7vr3bfq10_GcRYGMJx_O7w=',🍬 El misterio de la hija olvidada de Albert Einstein https://t.co/jomdlYA5z3,el misterio de la hija olvidada de albert einstein,the mystery of the forgotten daughter of albert einstein
b'gAAAAABkk1GWm_2kHVv_P2ZHbC2ojrCKZc4j6cPeMnIbu5VzxAN69Vq6fMkA6deCJ5mM6F_UiAdqsHNU_SUByBs8SBfhO0Hwa1ac-6f6vyVzrLsLc_xMCIk=',El Banco de Alimentos de Bizkaia y Oreka colaboran para donar comida de forma segura #SomosOreka #SomosRC @Bizbancali https://t.co/rxSuphwexS https://t.co/O7TCP53fvt,el banco de alimentos de bizkaia y oreka colaboran para donar comida de forma segura somosoreka somosrc,the food bank of bizkaia and oreka collaborate to donate food safely sosoreka sosrc
b'gAAAAABkk1GWxXLHRUVt-xhoIYwONcsLqiRQtLCNvN78qhzAtebYYZJGhHMPK57UJ5vL0VdEl0aq_F9qcjmMdBWi8SfCwmn-u35-bYCPe5oTc06DjX8BQLk=',"@Antoni297 @IreneMontero @ClaraBrugadaM Noooo, en México no queremos locas, que se regrese a su país pero ya.",noooo en méxico no queremos locas que se regrese a su país pero ya,Nooo in Mexico we don't want crazy people to go back to their country but already
b'gAAAAABkk1GW0jWjmLC0IMzfDNmCAUTXqE4LQ1Qb6Ma04_OY7iF9tYElEt5RNjMeh0jSguq9A7_WYrkMBZSBgKv_Zw07z5t2iWgV1n6t_j1ogXXi_Gt-j8Y=',👉🏼 #PrimaveraSound Madrid 2023: así será la ida y la vuelta del festival \n\nhttps://t.co/pIw4aPhZzZ,primaverasound madrid así será la ida y la vuelta del festival,springsound madrid so will be the return and return of the festival
b'gAAAAABkk1GWzUNQ3lLQ3h7XvlhTSLRCkWgged8jRxZpQpUuTTwJi6g34Ig3Unk_VFsxbmErthVtB5t6fu0Lfe8FOj57H4vWVWgHbFkUm14v8kSmeSQbSfw=',"¡VIVA LA REPÚBLICA!\n¡Viva el 14 de abril!\nConmemoremos con honor la república unitaria de trabajadores de toda clase, la de la igualdad de sexos, la de las misiones pedagógicas, la de la reforma agraria, la del pacifismo, la tendente a la socialización de la propiedad. https://t.co/qYP3Xmz9D9",¡viva la república¡viva el de abrilconmemoremos con honor la república unitaria de trabajadores de toda clase la de la igualdad de sexos la de las misiones pedagógicas la de la reforma agraria la del pacifismo la tendente a la socialización de la propiedad,"In April, let us commemorate with honor the unitary republic of workers of all kinds, that of gender equality, that of the pedagogical missions, that of agrarian reform, that of pacifism, that of the socialization of property."
b'gAAAAABkk1GWO4xdxwn1Vq2iiYsUF0xkCq5xRIjWo14HeenFuXjjdSdhoO5KRA8X4BThAQz3D0zzOffctIKUDRPGycv5yvNJ6aQ_RHau_-W6jDr5jBxRcl8=',@GinPuertoIndias merienda con amigxs y una botellita de puerto de indias &lt;3,merienda con amigxs y una botellita de puerto de indias lt,snack with friends and a small bottle of Indian port lt
b'gAAAAABkk1GWzekoLufv1SCDm2YzzQfjCQsGt7SM7o00jftF8geG6LyUr9VLnILzo1fGR5zH5Hpn2XSe4IMTj0hxm_J4HwqEI1BdfSuThnc6KdzbaIxDglI=',♾ ¿Para qué sirve el apéndice? https://t.co/PFy5f9yJou,¿para qué sirve el apéndice,What is the appendix for?
b'gAAAAABkk1GWmPeUiN7cFWHwCL61qJU69BofokqJGDy8KbyUKAP3wABHsml-KjrEQivKWP5l6IWlh1mp28GP0kb-XtZ_21IgFoQ4eisU3JSj1PC-A-ieaKs=',"@adrianabravist6 Es hueca y creída, llegó 3 por acomodada por el padre que trabajó en GH, porque sino salía, a la primera popó 😆",es hueca y creída llegó por acomodada por el padre que trabajó en gh porque sino salía a la primera popó,She's hollow and believed to have come by the accommodated father who worked in gh because if she didn't go out to the first poo
b'gAAAAABkk1GWDht0yMGFCt9XWnbXK2VgPTdXL7zgBGpxnAeu38H7iNuWIIezoGASWKUrkN1KJoNogbjMyBaq2dqN5wv0QXorn68jp53z-fRwwimTvdkplok=',🌐 La población de China disminuye por primera vez en más de seis décadas https://t.co/n1R2VVNvF3,la población de china disminuye por primera vez en más de seis décadas,Chinese population declines for the first time in more than six decades
b'gAAAAABkk1GWYQfW9QbWkKSJzG3ZIPyYzYQpSSKBWPeaqOIadQcN4MmWqoMEtvP87VIaSolzRWLhZL2u3QRvFO32a1hEjwrIHGcflN6ff4ydQbiHaRkDksc=',☄️ Por qué nos cuesta tanto ordenar y borrar las fotos del móvil https://t.co/eulvxSV85J,por qué nos cuesta tanto ordenar y borrar las fotos del móvil,Why it's so hard to sort and delete your mobile photos
b'gAAAAABkk1GW3R5fTPAwOCbXVqpPiAntyA-hYv3NIl67_VwyrMiHpHZVqYF1QyeTuEWsUCSaVHMXwRMI04pe0ZbT8y1EkH5N-9YF3SaEiRNlChs4uHNn8VY=',@Felipe05LD Jajajajajaja,jajajajajaja,Ha ha ha ha ha ha
b'gAAAAABkk1GWipqUBgpo1KFfBbvZ8Ij_4xaDvN2xjOJ1RnrCg8JBS8F06ianzC_rO3TeHoeoHWm970VnEvKHmxpW73VECwlCc2H0JygebjVEkznWH8_NrkU=',“El consumidor es cada vez más exigente. \n‼️ Tenemos un reto en la comunicación tenemos que  llegar a los ciudadanos para que se sientan orgullosos del sector agroalimentario español. \n\n-D. José Miguel Herrero \nD.G. Industria Alimentaria @mapagob \n\n#ForoIberia @tetrapak https://t.co/Ufyz8qSkfA,“el consumidor es cada vez más exigente ‼ tenemos un reto en la comunicación tenemos que llegar a los ciudadanos para que se sientan orgullosos del sector agroalimentario español d josé miguel herrero dg industria alimentaria foroiberia,“the consumer is increasingly demanding!! we have a challenge in communication we have to reach the citizens in order to be proud of the Spanish agrifood sector of miguel blacksmith dg food industry forumiberia
b'gAAAAABkk1GW_as-VS-wdT6uud0Ccf57mwMhJC27_VTdDsSb5sQ5nbFMrv3DaxmP86dEWtzVNkhNnSH_8rPuaU83exT9uHu_mWrvaH-_fKeoOgXZ2q2NI9Q=',"@GogetaRM @jaabellan @FCBarcelona_es @LaLiga Ah que es el único título que se juega y yo no me enteré, o qué?",ah que es el único título que se juega y yo no me enteré o qué,Ah that's the only title that's played and I didn't find out or what
b'gAAAAABkk1GW6ni99PHfB_SOQbaQjozEQgHBqnZyQ_tcWzzCHxI0Viy5fU7m7o20OtCpCkY6b2WKQQIfqvKzQT5vWEYlHjaok8pR-DhJfjr8QA7x5SeQUik=',@AnimaNaturalis @Celsodavidtres @CAS_Int Qué gentuza y qué asco Dan los cazadores.,qué gentuza y qué asco dan los cazadores,What a rabble and how disgusting hunters are
b'gAAAAABkk1GWCEmsSfm9P_ZQwoK8i8_nJfO9XtXzZ7aQ9b56pWyXxDGSjn15WDdmG0aCKvWoMEUG-JWaf6z_orIquScvQLqDfq38Y2Y0qudJjk8BKhdZP6Y=',esto es la puta ludopatía https://t.co/4xIJj9SOnI,esto es la puta ludopatía,This is fucking gambling.
b'gAAAAABkk1GWRBWeJRpPs2CzMsYYRnRoBeBhDW63oPp-V7BWVa0FFKCal98f6gE2X3ETtKWVsRNEY7dUZvunVZ_KMw5cnZu5Rn24boZYYZJSIfYltX6FfMU=',☀️ La verdad sobre el riesgo de la carne roja para la salud https://t.co/U8SRfHUrMW,la verdad sobre el riesgo de la carne roja para la salud,the truth about the risk of red meat to health
b'gAAAAABkk1GWyolhw2MaXk61MUA8XLMKdgQ1ov_C_3ZrYrlIezXD-EU8_wVAuu_bgbcjNRih48R3WTe_BecH04StP11ZTaQNzrnrQwUIHsqzoJjyl8CzXjA=',@joel27799310 Cualquiera es malo. 😊,cualquiera es malo,Anybody's bad.
b'gAAAAABkk1GWOV6JU4cnpdncrtiJ4f76PpfKiRxCvJVBnAQFfkLfUac_w0DysWfxpHeSdTNA6uKX7pxl6gJVtVGBjcMXNwEUik_zo0pLPiQ7QHFefPoSiXo=',@ClownWorld_ Como me emperra ver estos videos donde nadie hace nada.,como me emperra ver estos videos donde nadie hace nada,How do I get to watch these videos where nobody does anything?
